Arrival Chickens Date;Death;Chickens;Date of Laid;Eggs;Laied;Water;Feed;Date of Selling;# Eggs sold (First quality);# Eggs sold (Second quality)
11/08/2015;2;57286;07/11/2015;50940;0.889222498;;;;;
11/08/2015;3;57283;08/11/2015;51300;0.895553655;;;;;
11/08/2015;1;57282;09/11/2015;51339;0.896250131;;;;;
11/08/2015;1;57281;10/11/2015;49560;0.865208359;;;;;
11/08/2015;3;57278;11/11/2015;51110;0.892314676;;;;;
11/08/2015;2;57276;12/11/2015;50970;0.889901529;;;;;
11/08/2015;3;57273;13/11/2015;50370;0.879472003;;;;;
11/08/2015;2;57271;14/11/2015;51930;0.906741632;;;;;
11/08/2015;3;57268;15/11/2015;51420;0.897883635;;;;;
11/08/2015;6;57262;16/11/2015;54000;0.943033775;;;;;
11/08/2015;6;57256;17/11/2015;50480;0.881654324;;;;;
11/08/2015;4;57252;18/11/2015;52110;0.910186544;;;;;
11/08/2015;2;57250;19/11/2015;50850;0.888209607;;;;;
11/08/2015;3;57247;20/11/2015;51600;0.901357276;;;;;
11/08/2015;4;57243;21/11/2015;52050;0.909281484;;;;;
11/08/2015;1;57242;22/11/2015;52200;0.911917823;;;;;
11/08/2015;8;57234;23/11/2015;53820;0.940350142;;;;;
11/08/2015;6;57228;24/11/2015;50280;0.8785909;;;;;
11/08/2015;2;57226;25/11/2015;52290;0.9137455;;;;;
11/08/2015;10;57216;26/11/2015;51960;0.908137584;;;;;
11/08/2015;8;57208;27/11/2015;52460;0.917004615;;;;;
11/08/2015;8;57200;28/11/2015;52360;0.915384615;;;;;
11/08/2015;10;57190;29/11/2015;52340;0.915194964;;;;;
11/08/2015;10;57180;30/11/2015;51160;0.894718433;;;;;
11/08/2015;11;57169;01/12/2015;49770;0.870576711;;;;;
11/08/2015;9;57160;02/12/2015;51840;0.906927922;;;;;
11/08/2015;8;57152;03/12/2015;52850;0.924727044;;;;;
11/08/2015;9;57143;04/12/2015;52330;0.915772711;;;;;
11/08/2015;8;57135;05/12/2015;50250;0.879495931;;;;;
11/08/2015;8;57127;06/12/2015;51840;0.907451818;;;;;
11/08/2015;11;57116;07/12/2015;51900;0.908677078;;;;;
11/08/2015;15;57101;08/12/2015;50850;0.890527311;;;;;
11/08/2015;9;57092;09/12/2015;52980;0.927975899;;;;;
11/08/2015;16;57076;10/12/2015;52410;0.918249352;;;;;
11/08/2015;11;57065;11/12/2015;52650;0.922632086;;;;;
11/08/2015;13;57052;12/12/2015;52410;0.918635631;;;;;
11/08/2015;8;57044;13/12/2015;50910;0.892468971;;;;;
11/08/2015;10;57034;14/12/2015;53040;0.929971596;;;;;
11/08/2015;12;57022;15/12/2015;50460;0.884921609;;;;;
11/08/2015;10;57012;16/12/2015;52110;0.914018101;;;;;
11/08/2015;17;56995;17/12/2015;52290;0.917448899;;;;;
11/08/2015;11;56984;18/12/2015;51960;0.911834901;;;;;
11/08/2015;9;56975;19/12/2015;51540;0.904607284;;;;;
11/08/2015;10;56965;20/12/2015;52110;0.914772229;;;;;
11/08/2015;8;56957;21/12/2015;51690;0.907526731;;;;;
11/08/2015;5;56952;22/12/2015;50070;0.879161399;;;;;
11/08/2015;6;56946;23/12/2015;52380;0.919818776;;;;;
11/08/2015;6;56940;24/12/2015;51240;0.899894626;;;;;
11/08/2015;9;56931;25/12/2015;51660;0.907414238;;;;;
11/08/2015;10;56921;26/12/2015;51360;0.902303192;;;;;
11/08/2015;9;56912;27/12/2015;52560;0.923531066;;;;;
11/08/2015;8;56904;28/12/2015;51480;0.904681569;;;;;
11/08/2015;5;56899;29/12/2015;50670;0.890525317;;;;;
11/08/2015;7;56892;30/12/2015;50550;0.888525628;;;;;
11/08/2015;7;56885;31/12/2015;51990;0.913949196;;;;;
11/08/2015;6;56879;01/01/2016;51780;0.910353558;;;;;
11/08/2015;8;56871;02/01/2016;51510;0.90573403;;;;;
11/08/2015;5;56866;03/01/2016;52230;0.918475011;;;;;
11/08/2015;8;56858;04/01/2016;51660;0.908579268;;;;;
11/08/2015;11;56847;05/01/2016;51120;0.899255897;;;;;
11/08/2015;10;56837;06/01/2016;51840;0.912081918;;;;;
11/08/2015;5;56832;07/01/2016;51240;0.90160473;;;;;
11/08/2015;11;56821;08/01/2016;51900;0.913394696;;;;;
11/08/2015;9;56812;09/01/2016;51240;0.901922129;;;;;
11/08/2015;11;56801;10/01/2016;52560;0.925335822;;;;;
11/08/2015;7;56794;11/01/2016;51630;0.909074902;;;;;
11/08/2015;4;56790;12/01/2016;50460;0.888536714;;;;;
11/08/2015;8;56782;13/01/2016;51960;0.915078722;;;;;
11/08/2015;6;56776;14/01/2016;51510;0.907249542;;;;;
11/08/2015;5;56771;15/01/2016;51300;0.903630375;;;;;
11/08/2015;10;56761;16/01/2016;52040;0.916826694;;;;;
11/08/2015;10;56751;17/01/2016;51390;0.905534704;;;;;
11/08/2015;11;56740;18/01/2016;51270;0.903595347;;;;;
11/08/2015;8;56732;19/01/2016;50370;0.887858704;;;;;
11/08/2015;8;56724;20/01/2016;50310;0.886926169;;;;;
11/08/2015;12;56712;21/01/2016;52380;0.92361405;;;;;
11/08/2015;7;56705;22/01/2016;51790;0.91332334;;;;;
11/08/2015;5;56700;23/01/2016;51510;0.908465608;;;;;
11/08/2015;13;56687;24/01/2016;51090;0.90126484;;;;;
11/08/2015;8;56679;25/01/2016;50760;0.895569788;;;;;
11/08/2015;6;56673;26/01/2016;50100;0.884018845;;;;;
11/08/2015;7;56666;27/01/2016;51630;0.911128366;;;;;
11/08/2015;4;56662;28/01/2016;52200;0.921252338;;;;;
11/08/2015;11;56651;29/01/2016;51420;0.907662707;;;;;
11/08/2015;14;56637;30/01/2016;50400;0.889877642;;;;;
11/08/2015;8;56629;31/01/2016;51960;0.917551078;;;;;
11/08/2015;12;56617;01/02/2016;51210;0.904498649;;;;;
11/08/2015;11;56606;02/02/2016;49440;0.873405646;;;;;
11/08/2015;7;56599;03/02/2016;42890;0.75778724;;;;;
11/08/2015;9;56590;04/02/2016;50490;0.892207104;;;;;
11/08/2015;15;56575;05/02/2016;50940;0.900397702;;;;;
11/08/2015;16;56559;06/02/2016;51600;0.912321646;;;;;
11/08/2015;13;56546;07/02/2016;51420;0.909348141;;;;;
11/08/2015;9;56537;08/02/2016;50730;0.897288501;;;;;
11/08/2015;13;56524;09/02/2016;49950;0.883695421;;;;;
11/08/2015;6;56518;10/02/2016;51900;0.918291518;;;;;
11/08/2015;11;56507;11/02/2016;50280;0.889801264;;;;;
11/08/2015;4;56503;12/02/2016;50220;0.888802364;;;;;
11/08/2015;10;56493;13/02/2016;50970;0.902235675;;;;;
11/08/2015;10;56483;14/02/2016;51810;0.917267142;;;;;
11/08/2015;12;56471;15/02/2016;50000;0.885410211;;;;;
11/08/2015;12;56459;16/02/2016;31860;0.5643033;;;;;
11/08/2015;12;56447;17/02/2016;51120;0.905628288;;;;;
11/08/2015;12;56435;18/02/2016;50790;0.899973421;;;;;
11/08/2015;12;56423;19/02/2016;51120;0.906013505;;;;;
11/08/2015;12;56411;20/02/2016;50010;0.886529223;;;;;
11/08/2015;12;56399;21/02/2016;51900;0.920229082;;;;;
11/08/2015;10;56389;22/02/2016;51420;0.911879977;;;;;
11/08/2015;6;56383;23/02/2016;49140;0.871539294;;;;;
11/08/2015;10;56373;24/02/2016;50580;0.897238039;;;;;
11/08/2015;10;56363;25/02/2016;50340;0.893139116;;;;;
11/08/2015;11;56352;26/02/2016;51270;0.909816865;;;;;
11/08/2015;13;56339;27/02/2016;50760;0.900974458;;;;;
11/08/2015;14;56325;28/02/2016;50940;0.904394141;;;;;
11/08/2015;15;56310;29/02/2016;49430;0.877819215;;;;;
11/08/2015;12;56298;01/03/2016;50450;0.896124196;;;;;
11/08/2015;12;56286;02/03/2016;49530;0.879970152;;;;;
11/08/2015;15;56271;03/03/2016;48540;0.862611292;;;;;
11/08/2015;11;56260;04/03/2016;48960;0.87024529;;;;;
11/08/2015;12;56248;05/03/2016;51180;0.909899019;;;;;
11/08/2015;15;56233;06/03/2016;49260;0.875998079;;;;;
11/08/2015;14;56219;07/03/2016;48750;0.86714456;;;;;
11/08/2015;12;56207;08/03/2016;51330;0.913231448;;;;;
11/08/2015;11;56196;09/03/2016;49020;0.872304079;;;;;
11/08/2015;9;56187;10/03/2016;48540;0.863900902;;;;;
11/08/2015;9;56178;11/03/2016;48570;0.864573321;;;;;
11/08/2015;11;56167;12/03/2016;51600;0.91868891;;;;;
11/08/2015;14;56153;13/03/2016;49050;0.873506313;;;;;
11/08/2015;12;56141;14/03/2016;49800;0.887052243;;;;;
11/08/2015;10;56131;15/03/2016;49680;0.88507242;;;;;
11/08/2015;14;56117;16/03/2016;50670;0.90293494;;;;;
11/08/2015;9;56108;17/03/2016;48870;0.870998788;;;;;
11/08/2015;13;56095;18/03/2016;49080;0.874944291;;;;;
11/08/2015;8;56093;19/03/2016;49890;0.889415792;;;;;
11/08/2015;10;56083;20/03/2016;49230;0.877806109;;;;;
11/08/2015;14;56069;21/03/2016;49603;0.88467526;;;;;
11/08/2015;17;56052;22/03/2016;49588;0.884685066;;;;;
11/08/2015;14;56038;23/03/2016;49580;0.884756772;;;;;
11/08/2015;12;56026;24/03/2016;49416;0.882021248;;;;;
11/08/2015;15;56011;25/03/2016;49614;0.885791749;;;;;
11/08/2015;13;55998;26/03/2016;49662;0.886853831;;;;;
11/08/2015;13;55985;27/03/2016;49678;0.887347741;;;;;
11/08/2015;13;55972;28/03/2016;49666;0.887327775;;;;;
11/08/2015;19;55953;29/03/2016;49658;0.887494132;;;;;
11/08/2015;12;55941;30/03/2016;49540;0.885579523;;;;;
11/08/2015;16;55925;31/03/2016;49519;0.885446069;;;;;
11/08/2015;17;55908;01/04/2016;49392;0.883455765;;;;;
11/08/2015;18;55890;02/04/2016;49386;0.883627095;;;;;
11/08/2015;17;55873;03/04/2016;49075;0.878336694;;;;;
11/08/2015;11;55862;04/04/2016;49108;0.879097835;;;;;
11/08/2015;10;55852;05/04/2016;48849;0.874607381;;;;;
11/08/2015;13;55839;06/04/2016;48931;0.876280239;;;;;
11/08/2015;15;55824;07/04/2016;48710;0.872567428;;;;;
11/08/2015;13;55811;08/04/2016;48490;0.868821485;;;;;
11/08/2015;17;55794;09/04/2016;48285;0.865421123;;;;;
11/08/2015;14;55780;10/04/2016;48522;0.869875092;;;;;
11/08/2015;17;55763;11/04/2016;48317;0.866473161;;;;;
11/08/2015;13;55750;12/04/2016;48553;0.870914249;;;;;
11/08/2015;15;55735;13/04/2016;48349;0.867479673;;;;;
11/08/2015;17;55718;14/04/2016;48365;0.868030043;;;;;
11/08/2015;16;55702;15/04/2016;48381;0.868565156;;;;;
11/08/2015;19;55683;16/04/2016;48365;0.868575651;;;;;
11/08/2015;21;55662;17/04/2016;48129;0.864657602;;;;;
11/08/2015;13;55649;18/04/2016;48113;0.864573542;;;;;
11/08/2015;14;55635;19/04/2016;47656;0.856581619;;;;;
11/08/2015;15;55620;20/04/2016;47640;0.856526429;;;;;
11/08/2015;16;55604;21/04/2016;47624;0.856486613;;;;;
11/08/2015;10;55594;22/04/2016;47608;0.856354342;;;;;
11/08/2015;14;55580;23/04/2016;47608;0.856570048;;;;;
11/08/2015;16;55564;24/04/2016;47608;0.856816703;;;;;
11/08/2015;13;55551;25/04/2016;47608;0.857017214;;;;;
11/08/2015;17;55534;26/04/2016;47829;0.86124845;;;;;
11/08/2015;13;55521;27/04/2016;47784;0.860656144;;;;;
11/08/2015;19;55502;28/04/2016;47740;0.860156538;;;;;
11/08/2015;14;55488;29/04/2016;47476;0.855606949;;;;;
11/08/2015;17;55471;30/04/2016;47432;0.855074485;;;;;
11/08/2015;14;55457;01/05/2016;47167;0.850521069;;;;;
11/08/2015;12;55445;02/05/2016;46903;0.845934839;;;;;
11/08/2015;16;55429;03/05/2016;46832;0.844897738;;;;;
11/08/2015;15;55414;04/05/2016;46629;0.841458322;;;;;
11/08/2015;10;55404;05/05/2016;46425;0.837941414;;;;;
11/08/2015;14;55390;06/05/2016;46663;0.842441905;;;;;
11/08/2015;19;55371;07/05/2016;46460;0.83906001;;;;;
11/08/2015;14;55357;08/05/2016;46477;0.83958189;;;;;
11/08/2015;13;55344;09/05/2016;46494;0.840088854;;;;;
11/08/2015;13;55331;10/05/2016;46344;0.83758634;;;;;
11/08/2015;13;55318;11/05/2016;46371;0.838270157;;;;;
11/08/2015;10;55308;12/05/2016;46398;0.83890879;;;;;
11/08/2015;14;55294;13/05/2016;46205;0.835622273;;;;;
11/08/2015;16;55278;14/05/2016;46232;0.836351473;;;;;
11/08/2015;14;55264;15/05/2016;46259;0.837050802;;;;;
11/08/2015;13;55251;16/05/2016;46286;0.837735322;;;;;
11/08/2015;11;55240;17/05/2016;46065;0.833912131;;;;;
11/08/2015;12;55228;18/05/2016;46065;0.834093324;;;;;
11/08/2015;14;55214;19/05/2016;46065;0.834304816;;;;;
11/08/2015;14;55200;20/05/2016;45845;0.830523514;;;;;
11/08/2015;17;55183;21/05/2016;45624;0.826785238;;;;;
11/08/2015;13;55170;22/05/2016;45613;0.826780304;;;;;
11/08/2015;12;55158;23/05/2016;45094;0.817547513;;;;;
11/08/2015;13;55145;24/05/2016;44796;0.812322245;;;;;
11/08/2015;12;55133;25/05/2016;44056;0.799084366;;;;;
11/08/2015;15;55118;26/05/2016;43316;0.785883496;;;;;
11/08/2015;14;55104;27/05/2016;42797;0.776661274;;;;;
11/08/2015;12;55092;28/05/2016;42278;0.767406505;;;;;
11/08/2015;15;55077;29/05/2016;41340;0.750585544;;;;;
11/08/2015;14;55063;30/05/2016;41418;0.752199614;;;;;
11/08/2015;16;55047;31/05/2016;41717;0.757845893;;;;;
11/08/2015;17;55030;01/06/2016;42236;0.767514565;;;;;
11/08/2015;15;55015;02/06/2016;42756;0.77716096;;;;;
11/08/2015;17;54998;03/06/2016;43275;0.786841228;;;;;
11/08/2015;14;54984;04/06/2016;43794;0.796484024;;;;;
11/08/2015;15;54969;05/06/2016;44743;0.813965274;;;;;
11/08/2015;14;54955;06/06/2016;45184;0.82219404;;;;;
11/08/2015;24;54931;07/06/2016;45184;0.822553266;;;;;
11/08/2015;15;54916;08/06/2016;45184;0.822777942;;;;;
11/08/2015;20;54896;09/06/2016;45184;0.823077701;;;;;
11/08/2015;21;54875;10/06/2016;45184;0.823392683;;;;;
11/08/2015;17;54858;11/06/2016;45184;0.823647845;;;;;
11/08/2015;14;54844;12/06/2016;44743;0.815820457;;;;;
11/08/2015;15;54829;13/06/2016;44302;0.808003809;;;;;
11/08/2015;18;54811;14/06/2016;44082;0.804247918;;;;;
11/08/2015;20;54791;15/06/2016;43861;0.80051878;;;;;
11/08/2015;14;54777;16/06/2016;43641;0.796699643;;;;;
11/08/2015;15;54762;17/06/2016;43414;0.79277005;;;;;
11/08/2015;17;54745;18/06/2016;43187;0.788867122;;;;;
11/08/2015;15;54730;19/06/2016;43393;0.792864414;;;;;
11/08/2015;13;54717;20/06/2016;43600;0.796834771;;;;;
11/08/2015;15;54702;21/06/2016;43795;0.800612446;;;;;
11/08/2015;18;54684;22/06/2016;43990;0.804436324;;;;;
11/08/2015;15;54669;23/06/2016;44184;0.808218365;;;;;
11/08/2015;14;54655;24/06/2016;44393;0.812234069;;;;;
11/08/2015;15;54640;25/06/2016;44601;0.81626677;;;;;
11/08/2015;18;54622;26/06/2016;44402;0.81289665;;;;;
11/08/2015;21;54601;27/06/2016;44203;0.809568786;;;;;
11/08/2015;17;54584;28/06/2016;44029;0.806627942;;;;;
11/08/2015;15;54569;29/06/2016;43855;0.80365581;;;;;
11/08/2015;15;54554;30/06/2016;43680;0.800682043;;;;;
11/08/2015;16;54538;01/07/2016;43459;0.796849379;;;;;
11/08/2015;12;54526;02/07/2016;43237;0.79295629;;;;;
11/08/2015;16;54510;03/07/2016;43188;0.792290499;;;;;
11/08/2015;19;54491;04/07/2016;43139;0.791667899;;;;;
11/08/2015;16;54475;05/07/2016;42857;0.786730479;;;;;
11/08/2015;12;54463;06/07/2016;42576;0.78173274;;;;;
11/08/2015;22;54441;07/07/2016;42294;0.776875472;;;;;
11/08/2015;16;54425;08/07/2016;42094;0.773429078;;;;;
11/08/2015;15;54410;09/07/2016;41894;0.769966505;;;;;
11/08/2015;14;54396;10/07/2016;41714;0.76686311;;;;;
11/08/2015;12;54384;11/07/2016;41535;0.763730029;;;;;
11/08/2015;16;54368;12/07/2016;41774;0.768354134;;;;;
11/08/2015;14;54354;13/07/2016;42013;0.772952519;;;;;
11/08/2015;14;54340;14/07/2016;42252;0.777553274;;;;;
11/08/2015;11;54329;15/07/2016;42407;0.780550546;;;;;
11/08/2015;14;54315;16/07/2016;42561;0.78359231;;;;;
11/08/2015;11;54304;17/07/2016;42666;0.785690234;;;;;
11/08/2015;16;54288;18/07/2016;42551;0.783801584;;;;;
11/08/2015;15;54273;19/07/2016;42260;0.778648533;;;;;
11/08/2015;15;54258;20/07/2016;41968;0.773492633;;;;;
11/08/2015;16;54242;21/07/2016;41677;0.768348046;;;;;
11/08/2015;18;54224;22/07/2016;41473;0.764854481;;;;;
11/08/2015;15;54209;23/07/2016;41050;0.757250566;;;;;
11/08/2015;23;54186;24/07/2016;40882;0.754476079;;;;;
11/08/2015;16;54170;25/07/2016;40935;0.755670923;;;;;
11/08/2015;13;54157;26/07/2016;40965;0.756417566;;;;;
11/08/2015;15;54142;27/07/2016;40996;0.757192538;;;;;
11/08/2015;12;54130;28/07/2016;41027;0.75792593;;;;;
11/08/2015;15;54115;29/07/2016;41013;0.757887115;;;;;
11/08/2015;9;54106;30/07/2016;41440;0.76591151;;;;;
11/08/2015;12;54094;31/07/2016;41415;0.765606054;;;;;
11/08/2015;14;54080;01/08/2016;41609;0.769404359;;;;;
11/08/2015;13;54067;02/08/2016;41584;0.769113756;;;;;
11/08/2015;12;54055;03/08/2016;41558;0.768808791;;;;;
11/08/2015;9;54046;04/08/2016;41532;0.768461031;;;;;
11/08/2015;15;54031;05/08/2016;41462;0.767382595;;;;;
11/08/2015;11;54020;06/08/2016;40952;0.758086574;;;;;
11/08/2015;13;54007;07/08/2016;40776;0.75500417;;;;;
11/08/2015;18;53989;08/08/2016;40379;0.747907454;;;;;
11/08/2015;15;53974;09/08/2016;40202;0.744848427;;;;;
11/08/2015;22;53952;10/08/2016;40026;0.741883942;;;;;
11/08/2015;13;53939;11/08/2016;39850;0.738793747;;;;;
11/08/2015;14;53925;12/08/2016;39541;0.733263319;;;;;
11/08/2015;18;53907;13/08/2016;39673;0.735961367;;;;;
11/08/2015;10;53897;14/08/2016;39688;0.736370545;;;;;
11/08/2015;17;53880;15/08/2016;39482;0.732784873;;;;;
11/08/2015;18;53862;16/08/2016;39277;0.729210477;;;;;
11/08/2015;19;53843;17/08/2016;39071;0.725647167;;;;;
11/08/2015;22;53821;18/08/2016;38865;0.722121591;;;;;
11/08/2015;15;53806;19/08/2016;39034;0.725463437;;;;;
11/08/2015;18;53788;20/08/2016;38762;0.720652357;;;;;
11/08/2015;16;53772;21/08/2016;38549;0.716904481;;;;;
11/08/2015;19;53753;22/08/2016;38557;0.717294564;;;;;
11/08/2015;18;53735;23/08/2016;38784;0.721773328;;;;;
11/08/2015;15;53720;24/08/2016;39012;0.726214536;;;;;
11/08/2015;23;53697;25/08/2016;39020;0.726662418;;;;;
11/08/2015;14;53683;26/08/2016;38851;0.723704194;;;;;
11/08/2015;22;53661;27/08/2016;38902;0.724959297;;;;;
11/08/2015;19;53642;28/08/2016;38924;0.725626965;;;;;
11/08/2015;21;53621;29/08/2016;38946;0.726322196;;;;;
11/08/2015;20;53601;30/08/2016;38748;0.722892392;;;;;
11/08/2015;21;53580;31/08/2016;38535;0.719199214;;;;;
11/08/2015;20;53560;01/09/2016;38542;0.719604944;;;;;
11/08/2015;21;53539;02/09/2016;38527;0.719612748;;;;;
11/08/2015;20;53519;03/09/2016;38513;0.719607113;;;;;
11/08/2015;20;53499;04/09/2016;38498;0.719601473;;;;;
11/08/2015;19;53480;05/09/2016;38687;0.723398409;;;;;
11/08/2015;20;53460;06/09/2016;38656;0.723088787;;;;;
11/08/2015;19;53441;07/09/2016;38655;0.723315317;;;;;
11/08/2015;19;53422;08/09/2016;38857;0.727362189;;;;;
11/08/2015;18;53404;09/09/2016;39060;0.731398244;;;;;
11/08/2015;20;53384;10/09/2016;39262;0.735464574;;;;;
11/08/2015;19;53365;11/09/2016;39464;0.739520094;;;;;
11/08/2015;21;53344;12/09/2016;39259;0.73595485;;;;;
11/08/2015;20;53324;13/09/2016;39494;0.740639816;;;;;
11/08/2015;20;53304;14/09/2016;39494;0.740917709;;;;;
11/08/2015;19;53285;15/09/2016;39086;0.733521897;;;;;
11/08/2015;18;53267;16/09/2016;38678;0.726107177;;;;;
11/08/2015;19;53248;17/09/2016;38269;0.718700942;;;;;
11/08/2015;19;53229;18/09/2016;37861;0.711289419;;;;;
11/08/2015;23;53206;19/09/2016;37657;0.707761208;;;;;
11/08/2015;24;53182;20/09/2016;37012;0.695954362;;;;;
11/08/2015;23;53159;21/09/2016;36789;0.692059363;;;;;
11/08/2015;24;53135;22/09/2016;36872;0.693935163;;;;;
11/08/2015;21;53114;23/09/2016;36735;0.691623639;;;;;
11/08/2015;25;53089;24/09/2016;36598;0.689362222;;;;;
11/08/2015;17;53072;25/09/2016;36460;0.686995103;;;;;
11/08/2015;21;53051;26/09/2016;36323;0.684678086;;;;;
11/08/2015;19;53032;27/09/2016;36406;0.686489636;;;;;
