Arrival Chickens Date;Chickens Death Per Day;Current Chickens;Date of Laid;# of Eggs;% laied;Water Consuption (gr);Feed Consuption (gr);Date of Selling;# Eggs sold (First quality);# Eggs sold (Second quality)
;1;33201;20/12/2015;30000;90,36%;;;20/12/2015;;
;3;33198;21/12/2015;29730;89,55%;;;21/12/2015;;
;0;33198;22/12/2015;28800;86,75%;;;22/12/2015;;
;2;33196;23/12/2015;30150;90,82%;;;23/12/2015;;
;0;33196;24/12/2015;29460;88,75%;;;24/12/2015;;
;4;33192;25/12/2015;29700;89,48%;;;25/12/2015;;
;4;33188;26/12/2015;29520;88,95%;;;26/12/2015;;
;2;33186;27/12/2015;30240;91,12%;;;27/12/2015;;
;3;33183;28/12/2015;29600;89,20%;;;28/12/2015;;
;0;33183;29/12/2015;29160;87,88%;;;29/12/2015;;
;2;33181;30/12/2015;29100;87,70%;;;30/12/2015;;
;2;33179;31/12/2015;29940;90,24%;;;31/12/2015;;
;1;33178;01/01/2016;29760;89,70%;;;01/01/2016;;
;3;33175;02/01/2016;29610;89,25%;;;02/01/2016;;
;2;33173;03/01/2016;30060;90,62%;;;03/01/2016;;
;3;33170;04/01/2016;29730;89,63%;;;04/01/2016;;
;3;33167;05/01/2016;29400;88,64%;;;05/01/2016;;
;4;33163;06/01/2016;29820;89,92%;;;06/01/2016;;
;1;33162;07/01/2016;29460;88,84%;;;07/01/2016;;
;2;33160;08/01/2016;29850;90,02%;;;08/01/2016;;
;2;33158;09/01/2016;29430;88,76%;;;09/01/2016;;
;3;33155;10/01/2016;30210;91,12%;;;10/01/2016;;
;4;33151;11/01/2016;29700;89,59%;;;11/01/2016;;
;0;33151;12/01/2016;29130;87,87%;;;12/01/2016;;
;5;33146;13/01/2016;30000;90,51%;;;13/01/2016;;
;0;33146;14/01/2016;29640;89,42%;;;14/01/2016;;
;1;33145;15/01/2016;29370;88,61%;;;15/01/2016;;
;4;33141;16/01/2016;30000;90,52%;;;16/01/2016;;
;6;33135;17/01/2016;29580;89,27%;;;17/01/2016;;
;5;33130;18/01/2016;29490;89,01%;;;18/01/2016;;
;2;33128;19/01/2016;28980;87,48%;;;19/01/2016;;
;1;33127;20/01/2016;28950;87,39%;;;20/01/2016;;
;8;33119;21/01/2016;30240;91,31%;;;21/01/2016;;
;2;33117;22/01/2016;29820;90,04%;;;22/01/2016;;
;4;33113;23/01/2016;29880;90,24%;;;23/01/2016;;
;1;33112;24/01/2016;29400;88,79%;;;24/01/2016;;
;3;33109;25/01/2016;29190;88,16%;;;25/01/2016;;
;0;33109;26/01/2016;28800;86,99%;;;26/01/2016;;
;4;33105;27/01/2016;29700;89,71%;;;27/01/2016;;
;0;33105;28/01/2016;30000;90,62%;;;28/01/2016;;
;5;33100;29/01/2016;29610;89,46%;;;29/01/2016;;
;4;33096;30/01/2016;28980;87,56%;;;30/01/2016;;
;2;33094;31/01/2016;29910;90,38%;;;31/01/2016;;
;6;33088;01/02/2016;29460;89,04%;;;01/02/2016;;
;3;33085;02/02/2016;28440;85,96%;;;02/02/2016;;
;0;33085;03/02/2016;20450;61,81%;;;03/02/2016;;
;4;33081;04/02/2016;29070;87,88%;;;04/02/2016;;
;3;33078;05/02/2016;29820;90,15%;;;05/02/2016;;
;2;33076;06/02/2016;29400;88,89%;;;06/02/2016;;
;4;33072;07/02/2016;29580;89,44%;;;07/02/2016;;
;3;33069;08/02/2016;29310;88,63%;;;08/02/2016;;
;4;33065;09/02/2016;28740;86,92%;;;09/02/2016;;
;2;33063;10/02/2016;29880;90,37%;;;10/02/2016;;
;3;33060;11/02/2016;28950;87,57%;;;11/02/2016;;
;1;33059;12/02/2016;28710;86,84%;;;12/02/2016;;
;2;33057;13/02/2016;29340;88,76%;;;13/02/2016;;
;4;33054;14/02/2016;29790;90,13%;;;14/02/2016;;
;2;33052;15/02/2016;28790;87,11%;;;15/02/2016;;
;2;33050;16/02/2016;29670;89,77%;;;16/02/2016;;
;2;33048;17/02/2016;29410;88,99%;;;17/02/2016;;
;2;33046;18/02/2016;29250;88,51%;;;18/02/2016;;
;2;33044;19/02/2016;29460;89,15%;;;19/02/2016;;
;2;33042;20/02/2016;28800;87,16%;;;20/02/2016;;
;2;33040;21/02/2016;29880;90,44%;;;21/02/2016;;
;4;33036;22/02/2016;29610;89,63%;;;22/02/2016;;
;2;33034;23/02/2016;28320;85,73%;;;23/02/2016;;
;3;33031;24/02/2016;29160;88,28%;;;24/02/2016;;
;4;33027;25/02/2016;28980;87,75%;;;25/02/2016;;
;3;33024;26/02/2016;29490;89,30%;;;26/02/2016;;
;3;33021;27/02/2016;29220;88,49%;;;27/02/2016;;
;4;33018;28/02/2016;29340;88,86%;;;28/02/2016;;
;8;33010;29/02/2016;28430;86,13%;;;29/02/2016;;
;4;33006;01/03/2016;29030;87,95%;;;01/03/2016;;
;5;33001;02/03/2016;28530;86,45%;;;02/03/2016;;
;8;32993;03/03/2016;27930;84,65%;;;03/03/2016;;
;2;32991;04/03/2016;28170;85,39%;;;04/03/2016;;
;0;32991;05/03/2016;29460;89,30%;;;05/03/2016;;
;3;32988;06/03/2016;28350;85,94%;;;06/03/2016;;
;7;32981;07/03/2016;28050;85,05%;;;07/03/2016;;
;6;32975;08/03/2016;29670;89,98%;;;08/03/2016;;
;3;32972;09/03/2016;28200;85,53%;;;09/03/2016;;
;4;32968;10/03/2016;27940;84,75%;;;10/03/2016;;
;2;32966;11/03/2016;27960;84,81%;;;11/03/2016;;
;3;32963;12/03/2016;29700;90,10%;;;12/03/2016;;
;3;32959;13/03/2016;28230;85,65%;;;13/03/2016;;
;8;32951;14/03/2016;28680;87,04%;;;14/03/2016;;
;0;32951;15/03/2016;28680;87,04%;;;15/03/2016;;
;9;32942;16/03/2016;29160;88,52%;;;16/03/2016;;
;0;32942;17/03/2016;28110;85,33%;;;17/03/2016;;
;7;32935;18/03/2016;28260;85,81%;;;18/03/2016;;
;0;32935;19/03/2016;28710;87,17%;;;19/03/2016;;
;6;32929;20/03/2016;28320;86,00%;;;20/03/2016;;
;4;32925;21/03/2016;29470;89,51%;;;21/03/2016;;
;6;32919;22/03/2016;28290;85,94%;;;22/03/2016;;
;3;32916;23/03/2016;28770;87,40%;;;23/03/2016;;
;0;32916;24/03/2016;31230;94,88%;;;24/03/2016;;
;9;32907;25/03/2016;24810;75,39%;;;25/03/2016;;
;0;32907;26/03/2016;31110;94,54%;;;26/03/2016;;
;6;32901;27/03/2016;24990;75,96%;;;27/03/2016;;
;3;32898;28/03/2016;31320;95,20%;;;28/03/2016;;
;6;32892;29/03/2016;24780;75,34%;;;29/03/2016;;
;3;32889;30/03/2016;31290;95,14%;;;30/03/2016;;
;5;32884;31/03/2016;31830;96,79%;;;31/03/2016;;
;5;32879;01/04/2016;25440;77,37%;;;01/04/2016;;
;6;32873;02/04/2016;25020;76,11%;;;02/04/2016;;
;4;32869;03/04/2016;31620;96,20%;;;03/04/2016;;
;6;32863;04/04/2016;25230;76,77%;;;04/04/2016;;
;4;32859;05/04/2016;31560;96,05%;;;05/04/2016;;
;5;32854;06/04/2016;25110;76,43%;;;06/04/2016;;
;5;32849;07/04/2016;31740;96,62%;;;07/04/2016;;
;6;32843;08/04/2016;25830;78,65%;;;08/04/2016;;
;7;32836;09/04/2016;31470;95,84%;;;09/04/2016;;
;5;32831;10/04/2016;24930;75,93%;;;10/04/2016;;
;8;32823;11/04/2016;31530;96,06%;;;11/04/2016;;
;4;32819;12/04/2016;25110;76,51%;;;12/04/2016;;
;2;32817;13/04/2016;24960;76,06%;;;13/04/2016;;
;5;32812;14/04/2016;31680;96,55%;;;14/04/2016;;
;7;32805;15/04/2016;25110;76,54%;;;15/04/2016;;
;7;32798;16/04/2016;31560;96,23%;;;16/04/2016;;
;7;32791;17/04/2016;25080;76,48%;;;17/04/2016;;
;4;32787;18/04/2016;24870;75,85%;;;18/04/2016;;
;4;32783;19/04/2016;31680;96,64%;;;19/04/2016;;
;5;32778;20/04/2016;25080;76,51%;;;20/04/2016;;
;5;32773;21/04/2016;31590;96,39%;;;21/04/2016;;
;3;32770;22/04/2016;25170;76,81%;;;22/04/2016;;
;6;32764;23/04/2016;31620;96,51%;;;23/04/2016;;
;5;32759;24/04/2016;24900;76,01%;;;24/04/2016;;
;4;32755;25/04/2016;25110;76,66%;;;25/04/2016;;
;6;32749;26/04/2016;30580;93,38%;;;26/04/2016;;
;3;32746;27/04/2016;25230;77,05%;;;27/04/2016;;
;7;32739;28/04/2016;24930;76,15%;;;28/04/2016;;
;5;32734;29/04/2016;31680;96,78%;;;29/04/2016;;
;6;32728;30/04/2016;24990;76,36%;;;30/04/2016;;
;3;32725;01/05/2016;25110;76,73%;;;01/05/2016;;
;5;32720;02/05/2016;31080;94,99%;;;02/05/2016;;
;6;32714;03/05/2016;24960;76,30%;;;03/05/2016;;
;4;32710;04/05/2016;25080;76,67%;;;04/05/2016;;
;3;32707;05/05/2016;31680;96,86%;;;05/05/2016;;
;6;32701;06/05/2016;25230;77,15%;;;06/05/2016;;
;5;32696;07/05/2016;25020;76,52%;;;07/05/2016;;
;6;32690;08/05/2016;25110;76,81%;;;08/05/2016;;
;7;32683;09/05/2016;31820;97,36%;;;09/05/2016;;
;5;32678;10/05/2016;24960;76,38%;;;10/05/2016;;
;6;32672;11/05/2016;25230;77,22%;;;11/05/2016;;
;4;32668;12/05/2016;31620;96,79%;;;12/05/2016;;
;5;32663;13/05/2016;25080;76,78%;;;13/05/2016;;
;7;32656;14/05/2016;25140;76,98%;;;14/05/2016;;
;5;32651;15/05/2016;24870;76,17%;;;15/05/2016;;
;6;32645;16/05/2016;25110;76,92%;;;16/05/2016;;
;5;32640;17/05/2016;31680;97,06%;;;17/05/2016;;
;4;32636;18/05/2016;24990;76,57%;;;18/05/2016;;
;7;32629;19/05/2016;25260;77,42%;;;19/05/2016;;
;5;32624;20/05/2016;25080;76,88%;;;20/05/2016;;
;9;32615;21/05/2016;31860;97,69%;;;21/05/2016;;
;5;32610;22/05/2016;;0,00%;;;22/05/2016;;
;6;32604;23/05/2016;25050;76,83%;;;23/05/2016;;
;7;32597;24/05/2016;25110;77,03%;;;24/05/2016;;
;5;32592;25/05/2016;24930;76,49%;;;25/05/2016;;
;9;32583;26/05/2016;25230;77,43%;;;26/05/2016;;
;7;32576;27/05/2016;25080;76,99%;;;27/05/2016;;
;6;32570;28/05/2016;24960;76,63%;;;28/05/2016;;
;8;32562;29/05/2016;25110;77,11%;;;29/05/2016;;
;9;32553;30/05/2016;31680;97,32%;;;30/05/2016;;
;8;32545;31/05/2016;25080;77,06%;;;31/05/2016;;
;10;32535;01/06/2016;24960;76,72%;;;01/06/2016;;
;7;32528;02/06/2016;25050;77,01%;;;02/06/2016;;
;8;32520;03/06/2016;25290;77,77%;;;03/06/2016;;
;6;32514;04/06/2016;31800;97,80%;;;04/06/2016;;
;8;32506;05/06/2016;25080;77,15%;;;05/06/2016;;
;7;32499;06/06/2016;24990;76,89%;;;06/06/2016;;
;9;32490;07/06/2016;25230;77,65%;;;07/06/2016;;
;6;32484;08/06/2016;25110;77,30%;;;08/06/2016;;
;10;32474;09/06/2016;24870;76,58%;;;09/06/2016;;
;8;32466;10/06/2016;25080;77,25%;;;10/06/2016;;
;9;32457;11/06/2016;25020;77,09%;;;11/06/2016;;
;7;32450;12/06/2016;24960;76,92%;;;12/06/2016;;
;7;32443;13/06/2016;25290;77,95%;;;13/06/2016;;
;9;32434;14/06/2016;25080;77,33%;;;14/06/2016;;
;8;32426;15/06/2016;24900;76,79%;;;15/06/2016;;
;7;32419;16/06/2016;25590;78,94%;;;16/06/2016;;
;6;32413;17/06/2016;25020;77,19%;;;17/06/2016;;
;9;32404;18/06/2016;31230;96,38%;;;18/06/2016;;
;8;32396;19/06/2016;25200;77,79%;;;19/06/2016;;
;7;32389;20/06/2016;24810;76,60%;;;20/06/2016;;
;8;32381;21/06/2016;24960;77,08%;;;21/06/2016;;
;6;32375;22/06/2016;25050;77,37%;;;22/06/2016;;
;7;32368;23/06/2016;25140;77,67%;;;23/06/2016;;
;5;32363;24/06/2016;25230;77,96%;;;24/06/2016;;
;9;32354;25/06/2016;24990;77,24%;;;25/06/2016;;
;8;32346;26/06/2016;25050;77,44%;;;26/06/2016;;
;6;32340;27/06/2016;25140;77,74%;;;27/06/2016;;
;7;32333;28/06/2016;25260;78,12%;;;28/06/2016;;
;9;32324;29/06/2016;24930;77,13%;;;29/06/2016;;
;5;32319;30/06/2016;23110;71,51%;;;30/06/2016;;
;8;32311;01/07/2016;24960;77,25%;;;01/07/2016;;
;6;32305;02/07/2016;25230;78,10%;;;02/07/2016;;
;7;32298;03/07/2016;25080;77,65%;;;03/07/2016;;
;7;32291;04/07/2016;19200;59,46%;;;04/07/2016;;
;9;32282;05/07/2016;24930;77,23%;;;05/07/2016;;
;6;32276;06/07/2016;25230;78,17%;;;06/07/2016;;
;11;32265;07/07/2016;25110;77,82%;;;07/07/2016;;
;7;32258;08/07/2016;24960;77,38%;;;08/07/2016;;
;8;32250;09/07/2016;25290;78,42%;;;09/07/2016;;
;7;32243;10/07/2016;24930;77,32%;;;10/07/2016;;
;6;32237;11/07/2016;24270;75,29%;;;11/07/2016;;
;8;32229;12/07/2016;25080;77,82%;;;12/07/2016;;
;7;32222;13/07/2016;25290;78,49%;;;13/07/2016;;
;9;32213;14/07/2016;23940;74,32%;;;14/07/2016;;
;5;32208;15/07/2016;24930;77,40%;;;15/07/2016;;
;8;32200;16/07/2016;22740;70,62%;;;16/07/2016;;
;6;32194;17/07/2016;18090;56,19%;;;17/07/2016;;
;7;32187;18/07/2016;25080;77,92%;;;18/07/2016;;
;9;32178;19/07/2016;25260;78,50%;;;19/07/2016;;
;6;32172;20/07/2016;25020;77,77%;;;20/07/2016;;
;8;32164;21/07/2016;24930;77,51%;;;21/07/2016;;
;9;32155;22/07/2016;19200;59,71%;;;22/07/2016;;
;7;32148;23/07/2016;30240;94,06%;;;23/07/2016;;
;9;32139;24/07/2016;19080;59,37%;;;24/07/2016;;
;10;32129;25/07/2016;25020;77,87%;;;25/07/2016;;
;6;32123;26/07/2016;25260;78,64%;;;26/07/2016;;
;7;32116;27/07/2016;24960;77,72%;;;27/07/2016;;
;7;32109;28/07/2016;25110;78,20%;;;28/07/2016;;
;6;32103;29/07/2016;25380;79,06%;;;29/07/2016;;
;5;32098;30/07/2016;21600;67,29%;;;30/07/2016;;
;6;32094;31/07/2016;25080;78,15%;;;31/07/2016;;
;7;32087;01/08/2016;19050;59,37%;;;01/08/2016;;
;8;32079;02/08/2016;25110;78,28%;;;02/08/2016;;
;6;32073;03/08/2016;25260;78,76%;;;03/08/2016;;
;5;32068;04/08/2016;23940;74,65%;;;04/08/2016;;
;10;32058;05/08/2016;19110;59,61%;;;05/08/2016;;
;4;32054;06/08/2016;25050;78,15%;;;06/08/2016;;
;5;32049;07/08/2016;25230;78,72%;;;07/08/2016;;
;8;32041;08/08/2016;19080;59,55%;;;08/08/2016;;
;7;32034;09/08/2016;24960;77,92%;;;09/08/2016;;
;10;32024;10/08/2016;25080;78,32%;;;10/08/2016;;
;6;32018;11/08/2016;16800;52,47%;;;11/08/2016;;
;9;32009;12/08/2016;25380;79,29%;;;12/08/2016;;
;10;31999;13/08/2016;24480;76,50%;;;13/08/2016;;
;6;31993;14/08/2016;19080;59,64%;;;14/08/2016;;
;9;31984;15/08/2016;19290;60,31%;;;15/08/2016;;
;8;31976;16/08/2016;25500;79,75%;;;16/08/2016;;
;12;31964;17/08/2016;24780;77,52%;;;17/08/2016;;
;10;31954;18/08/2016;24720;77,36%;;;18/08/2016;;
;7;31947;19/08/2016;19140;59,91%;;;19/08/2016;;
;11;31936;20/08/2016;25080;78,53%;;;20/08/2016;;
;8;31928;21/08/2016;19290;60,42%;;;21/08/2016;;
;7;31921;22/08/2016;24870;77,91%;;;22/08/2016;;
;9;31912;23/08/2016;25260;79,16%;;;23/08/2016;;
;8;31904;24/08/2016;19140;59,99%;;;24/08/2016;;
;10;31894;25/08/2016;25110;78,73%;;;25/08/2016;;
;6;31888;26/08/2016;19320;60,59%;;;26/08/2016;;
;11;31877;27/08/2016;24960;78,30%;;;27/08/2016;;
;7;31870;28/08/2016;19080;59,87%;;;28/08/2016;;
;8;31862;29/08/2016;25080;78,71%;;;29/08/2016;;
;7;31855;30/08/2016;24720;77,60%;;;30/08/2016;;
;8;31847;31/08/2016;19440;61,04%;;;31/08/2016;;
;7;31840;01/09/2016;24840;78,02%;;;01/09/2016;;
;8;31832;02/09/2016;19170;60,22%;;;02/09/2016;;
;8;31824;03/09/2016;25110;78,90%;;;03/09/2016;;
;8;31816;04/09/2016;29440;92,53%;;;04/09/2016;;
;8;31808;05/09/2016;19260;60,55%;;;05/09/2016;;
;9;31799;06/09/2016;25080;78,87%;;;06/09/2016;;
;8;31791;07/09/2016;29440;92,60%;;;07/09/2016;;
;9;31782;08/09/2016;24990;78,63%;;;08/09/2016;;
;8;31774;09/09/2016;19140;60,24%;;;09/09/2016;;
;10;31764;10/09/2016;25290;79,62%;;;10/09/2016;;
;9;31755;11/09/2016;19260;60,65%;;;11/09/2016;;
;10;31745;12/09/2016;25020;78,82%;;;12/09/2016;;
;9;31736;13/09/2016;19260;60,69%;;;13/09/2016;;
;10;31726;14/09/2016;19080;60,14%;;;14/09/2016;;
;9;31717;15/09/2016;24930;78,60%;;;15/09/2016;;
;8;31709;16/09/2016;19440;61,31%;;;16/09/2016;;
;9;31700;17/09/2016;25110;79,21%;;;17/09/2016;;
;9;31691;18/09/2016;19260;60,77%;;;18/09/2016;;
;8;31683;19/09/2016;19110;60,32%;;;19/09/2016;;
;9;31674;20/09/2016;25230;79,66%;;;20/09/2016;;
;8;31666;21/09/2016;19290;60,92%;;;21/09/2016;;
;9;31657;22/09/2016;19500;61,60%;;;22/09/2016;;
;6;31651;23/09/2016;19170;60,57%;;;23/09/2016;;
;10;31641;24/09/2016;24990;78,98%;;;24/09/2016;;
;7;31634;25/09/2016;19440;61,45%;;;25/09/2016;;
;9;31625;26/09/2016;19290;61,00%;;;26/09/2016;;
;8;31617;27/09/2016;24630;77,90%;;;27/09/2016;;
;10;31607;28/09/2016;19500;61,70%;;;28/09/2016;;
;9;31598;29/09/2016;15180;48,04%;;;29/09/2016;;
;7;31591;30/09/2016;21600;68,37%;;;30/09/2016;;
;11;31580;01/10/2016;21600;68,40%;;;01/10/2016;;
;8;31572;02/10/2016;21600;68,42%;;;02/10/2016;;
;8;31564;03/10/2016;21600;68,43%;;;03/10/2016;;
;7;31557;04/10/2016;17280;54,76%;;;04/10/2016;;
;10;31547;05/10/2016;15120;47,93%;;;05/10/2016;;
;6;31541;06/10/2016;17280;54,79%;;;06/10/2016;;
;9;31532;07/10/2016;25920;82,20%;;;07/10/2016;;
;10;31522;08/10/2016;21600;68,52%;;;08/10/2016;;
;6;31516;09/10/2016;15120;47,98%;;;09/10/2016;;
;0;31516;10/10/2016;17280;54,83%;;;10/10/2016;;
;0;31516;11/10/2016;21600;68,54%;;;11/10/2016;;
;0;31516;12/10/2016;17280;54,83%;;;12/10/2016;;
;0;31516;13/10/2016;15120;47,98%;;;13/10/2016;;
;0;31516;14/10/2016;17280;54,83%;;;14/10/2016;;
;0;31516;15/10/2016;15120;47,98%;;;15/10/2016;;
;0;31516;16/10/2016;;0,00%;;;16/10/2016;;
;0;31516;17/10/2016;8640;27,41%;;;17/10/2016;;
;0;31516;18/10/2016;8640;27,41%;;;18/10/2016;;
;0;31516;19/10/2016;30450;96,62%;;;19/10/2016;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
