Arrival Chickens Date;Chickens Death Per Day;Current Chickens;Date of Laid;# of Eggs;% laied;Water Consuption (gr);Feed Consuption (gr);Date of Selling;# Eggs sold (First quality);# Eggs sold (Second quality)
09/08/2020;28;40456;27/07/2021;32610;80.61%;205.0;111.0;27/07/2021;32250;3090
09/08/2020;28;40428;28/07/2021;32880;81.33%;210.0;108.0;28/07/2021;32430;0
09/08/2020;27;40401;29/07/2021;32970;81.61%;212.0;109.0;29/07/2021;32580;0
09/08/2020;70;40331;30/07/2021;32400;80.34%;209.0;110.0;30/07/2021;31950;0
09/08/2020;33;40298;31/07/2021;32970;81.82%;208.0;107.0;31/07/2021;32550;0
09/08/2020;30;40268;01/08/2021;32100;79.72%;211.0;105.0;;0;0
09/08/2020;39;40229;02/08/2021;31920;79.35%;210.0;109.0;02/08/2021;63180;0
09/08/2020;24;40205;03/08/2021;31740;78.95%;215.0;106.0;03/08/2021;31320;3000
09/08/2020;62;40143;04/08/2021;31680;78.92%;204.0;110.0;04/08/2021;31200;0
09/08/2020;32;40111;05/08/2021;31500;78.53%;205.0;108.0;05/08/2021;31140;0
09/08/2020;49;40062;06/08/2021;31770;79.30%;209.0;112.0;06/08/2021;31470;0
09/08/2020;27;40035;07/08/2021;30240;75.53%;210.0;107.0;07/08/2021;29880;0
09/08/2020;38;39997;08/08/2021;31560;78.91%;208.0;109.0;;0;0
09/08/2020;37;39960;09/08/2021;30810;77.10%;212.0;115.0;09/08/2021;61560;0
09/08/2020;37;39923;10/08/2021;30780;77.10%;209.0;109.0;10/08/2021;30360;0
09/08/2020;21;39902;11/08/2021;30300;75.94%;207.0;111.0;11/08/2021;29850;3150
09/08/2020;25;39877;12/08/2021;30930;77.56%;210.0;111.0;12/08/2021;30510;0
09/08/2020;29;39848;13/08/2021;30030;75.36%;206.0;111.0;13/08/2021;29610;0
09/08/2020;26;39822;14/08/2021;30960;77.75%;208.0;109.0;14/08/2021;30540;0
09/08/2020;33;39789;15/08/2021;30000;75.40%;211.0;106.0;;0;0
09/08/2020;28;39761;16/08/2021;29970;75.38%;210.0;107.0;16/08/2021;59190;0
09/08/2020;21;39740;17/08/2021;30210;76.02%;208.0;101.0;17/08/2021;29760;0
09/08/2020;31;39709;18/08/2021;30480;76.76%;205.0;106.0;18/08/2021;30060;2940
09/08/2020;28;39681;19/08/2021;29850;75.22%;210.0;109.0;19/08/2021;29460;0
09/08/2020;26;39655;20/08/2021;29730;74.97%;208.0;98.0;20/08/2021;29370;0
09/08/2020;29;39626;21/08/2021;30090;75.93%;209.0;114.0;21/08/2021;29700;0
09/08/2020;33;39593;22/08/2021;29670;74.94%;205.0;109.0;;0;0
09/08/2020;37;39556;23/08/2021;29700;75.08%;212.0;105.0;23/08/2021;58620;
09/08/2020;23;39533;24/08/2021;29550;74.75%;207.0;109.0;24/08/2021;29100;2160
09/08/2020;30;39503;25/08/2021;29670;75.11%;198.0;115.0;25/08/2021;29340;0
09/08/2020;28;39475;26/08/2021;29280;74.17%;200.0;109.0;26/08/2021;28860;0
09/08/2020;33;39442;27/08/2021;29550;74.92%;205.0;110.0;27/08/2021;29130;0
09/08/2020;26;39416;28/08/2021;29160;73.98%;207.0;116.0;28/08/2021;28740;0
09/08/2020;35;39381;29/08/2021;29460;74.81%;195.0;111.0;;0;0
09/08/2020;28;39353;30/08/2021;28590;72.65%;210.0;115.0;30/08/2021;57090;0
09/08/2020;22;39331;31/08/2021;28950;73.61%;208.0;114.0;31/08/2021;28530;3180
09/08/2020;30;39301;01/09/2021;28440;72.36%;207.0;114.0;01/09/2021;28020;0
09/08/2020;25;39276;02/09/2021;28470;72.49%;211.0;112.0;02/09/2021;27960;0
09/08/2020;38;39238;03/09/2021;28320;72.17%;197.0;112.0;03/09/2021;27930;0
09/08/2020;26;39212;04/09/2021;28320;72.22%;199.0;115.0;04/09/2021;27900;0
09/08/2020;22;39190;05/09/2021;28500;72.72%;206.0;113.0;;0;0
09/08/2020;24;39166;06/09/2021;28470;72.69%;200.0;113.0;06/09/2021;55920;0
09/08/2020;27;39139;07/09/2021;28890;73.81%;195.0;115.0;07/09/2021;28440;3180
09/08/2020;31;39108;08/09/2021;28530;72.95%;205.0;114.0;08/09/2021;28080;0
09/08/2020;28;39080;09/09/2021;28490;72.90%;207.0;115.0;09/09/2021;27990;0
09/08/2020;42;39038;10/09/2021;28440;72.85%;199.0;111.0;10/09/2021;27990;0
09/08/2020;26;39012;11/09/2021;28540;73.16%;210.0;115.0;11/09/2021;28050;0
09/08/2020;33;38979;12/09/2021;28560;73.27%;195.0;118.0;;0;0
09/08/2020;27;38952;13/09/2021;28290;72.63%;199.0;116.0;13/09/2021;55890;0
09/08/2020;21;38931;14/09/2021;28020;71.97%;197.0;121.0;14/09/2021;27480;3510
09/08/2020;30;338901;15/09/2021;28350;8.37%;200.0;118.0;15/09/2021;27840;0
09/08/2020;46;38855;16/09/2021;28260;72.73%;200.0;119.0;16/09/2021;27600;0
09/08/2020;29;38826;17/09/2021;28260;72.79%;198.0;101.0;17/09/2021;27690;0
09/08/2020;49;38777;18/09/2021;27560;71.07%;196.0;122.0;18/09/2021;27180;0
09/08/2020;29;38748;19/09/2021;28050;72.39%;204.0;111.0;;0;0
09/08/2020;37;38711;20/09/2021;27690;71.53%;199.0;120.0;20/09/2021;54750;0
09/08/2020;38;38673;21/09/2021;27600;71.37%;195.0;108.0;21/09/2021;27030;3900
09/08/2020;51;38622;22/09/2021;27480;71.15%;199.0;104.0;22/09/2021;26970;0
09/08/2020;28;38594;23/09/2021;27660;71.67%;200.0;93.0;;0;0
09/08/2020;85;38509;24/09/2021;27270;70.81%;197.0;220.0;24/09/2021;53850;0
09/08/2020;58;38451;25/09/2021;27210;70.77%;200.0;159.0;25/09/2021;26610;0
09/08/2020;22;38429;26/09/2021;26460;68.85%;195.0;128.0;;0;0
09/08/2020;43;38386;27/09/2021;27330;71.20%;202.0;92.0;27/09/2021;52890;0
09/08/2020;24;38362;28/09/2021;26610;69.37%;198.0;96.0;28/09/2021;26130;3780
09/08/2020;20;38342;29/09/2021;26070;67.99%;196.0;203.0;29/09/2021;25470;0
09/08/2020;44;38298;30/09/2021;26910;70.26%;200.0;96.0;30/09/2021;26370;0
09/08/2020;31;38267;01/10/2021;26790;70.01%;199.0;107.0;01/10/2021;26280;0
09/08/2020;28;38239;02/10/2021;25920;67.78%;196.0;91.0;02/10/2021;25380;0
09/08/2020;32;38207;03/10/2021;25920;67.84%;198.0;105.0;;0;0
09/08/2020;40;38167;04/10/2021;26370;69.09%;200.0;95.0;04/10/2021;51360;0
09/08/2020;29;38138;05/10/2021;25680;67.33%;197.0;96.0;05/10/2021;25320;3510
09/08/2020;24;38114;06/10/2021;25800;67.69%;198.0;105.0;06/10/2021;25230;0
09/08/2020;41;38073;07/10/2021;25860;67.92%;190.0;107.0;07/10/2021;25350;0
09/08/2020;40;38033;08/10/2021;26040;68.47%;207.0;108.0;08/10/2021;25680;0
09/08/2020;28;38005;09/10/2021;25050;65.91%;200.0;110.0;09/10/2021;24600;0
09/08/2020;41;37964;10/10/2021;25440;67.01%;202.0;112.0;;0;0
09/08/2020;28;37936;11/10/2021;25080;66.11%;199.0;110.0;11/10/2021;49620;0
09/08/2020;25;37911;12/10/2021;24660;65.05%;196.0;107.0;12/10/2021;24240;0
09/08/2020;34;37877;13/10/2021;24270;64.08%;207.0;113.0;13/10/2021;23760;4200
09/08/2020;23;37854;14/10/2021;24180;63.88%;205.0;105.0;;0;0
09/08/2020;38;37816;15/10/2021;23730;62.75%;200.0;109.0;15/10/2021;46890;0
09/08/2020;36;37780;16/10/2021;20070;53.12%;198.0;106.0;;0;0
09/08/2020;47;37733;17/10/2021;17040;45.16%;195.0;105.0;;0;0
09/08/2020;57;37676;18/10/2021;19340;51.33%;180.0;110.0;18/10/2021;53460;0
09/08/2020;38;37638;19/10/2021;20460;54.36%;200.0;115.0;19/10/2021;20100;0
09/08/2020;30;37608;20/10/2021;20400;54.24%;190.0;105.0;20/10/2021;20040;2160
09/08/2020;23;37585;21/10/2021;20430;54.36%;195.0;131.0;21/10/2021;20070;0
09/08/2020;27;37558;22/10/2021;20250;53.92%;196.0;79.0;22/10/2021;19920;0
09/08/2020;25;37533;23/10/2021;20460;54.51%;195.0;128.0;23/10/2021;20130;0
09/08/2020;31;37502;24/10/2021;20370;54.32%;180.0;117.0;;0;0
09/08/2020;19;37483;25/10/2021;20660;55.12%;190.0;121.0;25/10/2021;40200;0
09/08/2020;20;37463;26/10/2021;20760;55.41%;193.0;117.0;26/10/2021;20370;0
09/08/2020;26;37437;27/10/2021;20610;55.05%;195.0;121.0;27/10/2021;20250;0
09/08/2020;24;37413;28/10/2021;20490;54.77%;190.0;116.0;28/10/2021;20070;0
09/08/2020;25;37388;29/10/2021;20250;54.16%;194.0;98.0;29/10/2021;19890;0
09/08/2020;41;37347;30/10/2021;20340;54.46%;195.0;106.0;30/10/2021;20010;2100
09/08/2020;16;37331;31/10/2021;20160;54.00%;180.0;93.0;;0;0
09/08/2020;16;37315;01/11/2021;19980;53.54%;185.0;95.0;;0;0
09/08/2020;24;37291;02/11/2021;20460;54.87%;190.0;108.0;02/11/2021;59430;0
09/08/2020;15;37276;03/11/2021;23370;62.69%;193.0;106.0;03/11/2021;22950;0
09/08/2020;34;37242;04/11/2021;21540;57.84%;190.0;96.0;04/11/2021;21060;0
09/08/2020;24;37218;05/11/2021;22500;60.45%;185.0;109.0;05/11/2021;22080;0
09/08/2020;39;37179;06/11/2021;22920;61.65%;195.0;123.0;06/11/2021;22470;0
09/08/2020;26;37153;07/11/2021;23270;62.63%;190.0;110.0;;0;0
09/08/2020;27;37126;08/11/2021;22410;60.36%;195.0;119.0;08/11/2021;44880;0
09/08/2020;21;37105;09/11/2021;24330;65.57%;200.0;132.0;09/11/2021;23580;4170
09/08/2020;21;37084;10/11/2021;21860;58.95%;185.0;121.0;10/11/2021;21330;0
09/08/2020;42;37042;11/11/2021;22140;59.77%;190.0;117.0;11/11/2021;21600;0
09/08/2020;25;37017;12/11/2021;22170;59.89%;195.0;118.0;12/11/2021;21600;0
09/08/2020;44;36973;13/11/2021;22140;59.88%;198.0;123.0;13/11/2021;21660;0
09/08/2020;27;36946;14/11/2021;22140;59.93%;190.0;121.0;;0;0
09/08/2020;23;36923;15/11/2021;21630;58.58%;196.0;131.0;15/11/2021;42780;0
09/08/2020;15;36908;16/11/2021;21330;57.79%;195.0;117.0;16/11/2021;20850;0
09/08/2020;21;36887;17/11/2021;21720;58.88%;185.0;122.0;;0;0
09/08/2020;29;36858;18/11/2021;19830;53.80%;190.0;119.0;18/11/2021;40350;4320
09/08/2020;22;36836;19/11/2021;20340;55.22%;195.0;106.0;;0;0
09/08/2020;21;36815;20/11/2021;20040;54.43%;187.0;111.0;20/11/2021;39150;0
09/08/2020;21;36794;21/11/2021;19920;54.14%;190.0;122.0;;0;0
09/08/2020;28;36766;22/11/2021;21240;57.77%;187.0;111.0;22/11/2021;39780;0
09/08/2020;26;36740;23/11/2021;20370;55.44%;186.0;119.0;23/11/2021;19740;0
09/08/2020;19;36721;24/11/2021;20640;56.21%;190.0;109.0;;0;0
09/08/2020;23;36698;25/11/2021;20970;57.14%;185.0;112.0;25/11/2021;40170;0
09/08/2020;17;36681;26/11/2021;21060;57.41%;195.0;113.0;;0;0
09/08/2020;14;36667;27/11/2021;21150;57.68%;187.0;126.0;27/11/2021;40920;6330
09/08/2020;22;36645;28/11/2021;20790;56.73%;190.0;119.0;;0;0
09/08/2020;24;36621;29/11/2021;19980;54.56%;193.0;132.0;;0;0
09/08/2020;25;36596;30/11/2021;20310;55.50%;186.0;104.0;30/11/2021;58890;0
09/08/2020;29;36567;01/12/2021;22140;60.55%;195.0;135.0;;0;0
09/08/2020;20;36547;02/12/2021;21900;59.92%;180.0;116.0;02/12/2021;43080;0
09/08/2020;26;36521;03/12/2021;22170;60.70%;195.0;135.0;;0;0
09/08/2020;39;36482;04/12/2021;21960;60.19%;187.0;104.0;04/12/2021;42930;0
09/08/2020;42;36440;05/12/2021;22050;60.51%;188.0;132.0;;0;0
09/08/2020;22;36418;06/12/2021;22290;61.21%;190.0;119.0;;0;0
09/08/2020;27;36391;07/12/2021;22740;62.49%;193.0;126.0;07/12/2021;65760;0
09/08/2020;23;36368;08/12/2021;22650;62.28%;195.0;113.0;;0;0
09/08/2020;27;36341;09/12/2021;22530;62.00%;186.0;112.0;;0;0
09/08/2020;18;36323;10/12/2021;22380;61.61%;187.0;109.0;10/12/2021;66150;6480
09/08/2020;25;36298;11/12/2021;22470;61.90%;195.0;119.0;;0;0
09/08/2020;20;36278;12/12/2021;22200;61.19%;190.0;111.0;;0;0
09/08/2020;20;36258;13/12/2021;22260;61.39%;185.0;114.0;13/12/2021;65550;0
09/08/2020;38;36220;14/12/2021;22590;62.37%;188.0;116.0;;0;0
09/08/2020;27;36193;15/12/2021;22350;61.75%;190.0;106.0;15/12/2021;43950;0
09/08/2020;28;36165;16/12/2021;22470;62.13%;193.0;125.0;;0;0
09/08/2020;37;36128;17/12/2021;22410;62.03%;196.0;113.0;17/12/2021;43890;0
09/08/2020;22;36106;18/12/2021;22440;62.15%;186.0;116.0;;0;0
09/08/2020;24;36082;19/12/2021;22530;62.44%;187.0;116.0;;0;0
09/08/2020;20;36062;20/12/2021;22800;63.22%;185.0;109.0;20/12/2021;65900;0
09/08/2020;23;36039;21/12/2021;22770;63.18%;180.0;118.0;;0;0
09/08/2020;33;36006;22/12/2021;22200;61.66%;193.0;116.0;22/12/2021;43800;6480
09/08/2020;28;35978;23/12/2021;22560;62.70%;185.0;113.0;;0;0
09/08/2020;39;35939;24/12/2021;22410;62.36%;188.0;120.0;24/12/2021;43440;0
09/08/2020;19;35920;25/12/2021;22200;61.80%;193.0;107.0;;0;0
09/08/2020;24;35896;26/12/2021;22080;61.51%;190.0;110.0;;0;0
09/08/2020;24;35872;27/12/2021;22080;61.55%;185.0;109.0;27/12/2021;64620;0
09/08/2020;18;35854;28/12/2021;22200;61.92%;190.0;113.0;;0;0
09/08/2020;23;35831;29/12/2021;21030;58.69%;188.0;120.0;29/12/2021;41760;0
09/08/2020;18;35813;30/12/2021;21390;59.73%;193.0;116.0;;0;0
09/08/2020;23;35790;31/12/2021;21780;60.85%;180.0;115.0;31/12/2021;42090;6240
09/08/2020;19;35771;01/01/2022;21960;61.39%;193.0;103.0;;0;0
09/08/2020;21;35750;02/01/2022;21870;61.17%;188.0;120.0;;0;0
09/08/2020;21;35729;03/01/2022;20880;58.44%;190.0;109.0;03/01/2022;63600;0
09/08/2020;22;35707;04/01/2022;22110;61.92%;187.0;115.0;;0;0
09/08/2020;21;35686;05/01/2022;21930;61.45%;185.0;116.0;05/01/2022;43140;0
09/08/2020;19;35667;06/01/2022;21960;61.57%;180.0;113.0;;0;0
09/08/2020;18;35649;07/01/2022;22380;62.78%;195.0;109.0;;0;0
09/08/2020;18;35631;08/01/2022;21720;60.96%;187.0;116.0;08/01/2022;64770;0
09/08/2020;24;35607;09/01/2022;21900;61.50%;180.0;120.0;;0;0
09/08/2020;20;35587;10/01/2022;21750;61.12%;200.0;115.0;;0;0
09/08/2020;14;35573;11/01/2022;21900;61.56%;178.0;105.0;11/01/2022;85860;0
09/08/2020;21;35552;12/01/2022;21870;61.52%;188.0;112.0;;0;0
09/08/2020;19;35533;13/01/2022;22080;62.14%;193.0;120.0;;0;0
09/08/2020;20;35513;14/01/2022;21510;60.57%;190.0;109.0;;0;0
09/08/2020;16;35497;15/01/2022;21630;60.93%;185.0;113.0;15/01/2022;64290;2790
09/08/2020;20;35477;16/01/2022;21510;60.63%;188.0;116.0;;0;0
09/08/2020;17;35460;17/01/2022;21990;62.01%;198.0;115.0;;0;0
09/08/2020;19;35441;18/01/2022;21540;60.78%;180.0;110.0;;0;0
09/08/2020;16;35425;19/01/2022;22140;62.50%;195.0;111.0;;0;0
09/08/2020;20;35405;20/01/2022;22260;62.87%;183.0;120.0;20/01/2022;107580;0
09/08/2020;16;35389;21/01/2022;22140;62.56%;188.0;109.0;;0;0
09/08/2020;19;35370;22/01/2022;21570;60.98%;190.0;115.0;22/01/2022;43020;0
09/08/2020;14;35356;23/01/2022;21630;61.18%;185.0;113.0;;0;0
09/08/2020;18;35338;24/01/2022;21420;60.61%;200.0;116.0;;0;0
09/08/2020;18;35320;25/01/2022;22320;63.19%;185.0;120.0;;0;0
09/08/2020;13;35307;26/01/2022;21810;61.77%;187.0;118.0;26/01/2022;85700;0
09/08/2020;23;35284;27/01/2022;22170;62.83%;195.0;115.0;;0;0
09/08/2020;16;35268;28/01/2022;21390;60.65%;187.0;100.0;;0;0
09/08/2020;15;35253;29/01/2022;22500;63.82%;180.0;132.0;29/01/2022;64860;2160
09/08/2020;15;35238;30/01/2022;21420;60.79%;188.0;127.0;;0;0
09/08/2020;17;35221;31/01/2022;21810;61.92%;195.0;116.0;;0;0
09/08/2020;17;35204;01/02/2022;20910;59.40%;183.0;105.0;;0;0
09/08/2020;11;35193;02/02/2022;21030;59.76%;188.0;109.0;02/02/2022;83790;0
09/08/2020;11;35182;03/02/2022;21090;59.95%;190.0;111.0;;0;0
09/08/2020;16;35166;04/02/2022;21600;61.42%;193.0;109.0;;0;0
09/08/2020;12;35154;05/02/2022;21750;61.87%;184.0;133.0;05/02/2022;63360;0
09/08/2020;21;35133;06/02/2022;21570;61.40%;187.0;99.0;;0;0
09/08/2020;15;35118;07/02/2022;21900;62.36%;185.0;131.0;;0;0
09/08/2020;19;35099;08/02/2022;22410;63.85%;190.0;95.0;;0;0
09/08/2020;16;35083;09/02/2022;22230;63.36%;195.0;123.0;09/02/2022;86580;2160
09/08/2020;11;35072;10/02/2022;22860;65.18%;188.0;119.0;;0;0
09/08/2020;15;35057;11/02/2022;21000;59.90%;180.0;113.0;;0;0
09/08/2020;12;35045;12/02/2022;20910;59.67%;198.0;117.0;12/02/2022;63570;0
09/08/2020;18;35027;13/02/2022;20940;59.78%;180.0;117.0;;0;0
09/08/2020;13;35014;14/02/2022;20490;58.52%;199.0;109.0;;0;0
09/08/2020;17;34997;15/02/2022;21810;62.32%;192.0;115.0;;0;0
09/08/2020;18;34979;16/02/2022;22020;62.95%;180.0;122.0;16/02/2022;83760;0
09/08/2020;11;34968;17/02/2022;22200;63.49%;188.0;109.0;;0;0
09/08/2020;15;34953;18/02/2022;21990;62.91%;195.0;106.0;;0;0
09/08/2020;11;34942;19/02/2022;21750;62.25%;185.0;119.0;19/02/2022;64800;2160
09/08/2020;13;34929;20/02/2022;21990;62.96%;188.0;110.0;;0;0
09/08/2020;12;34917;21/02/2022;23160;66.33%;194.0;110.0;21/02/2022;44310;0
09/08/2020;18;34899;22/02/2022;22650;64.90%;193.0;122.0;;0;0
09/08/2020;12;34887;23/02/2022;22920;65.70%;180.0;110.0;23/02/2022;44820;0
09/08/2020;16;34871;24/02/2022;23100;66.24%;195.0;102.0;;0;0
09/08/2020;13;34858;25/02/2022;23940;68.68%;187.0;110.0;;0;0
09/08/2020;18;34840;26/02/2022;23070;66.22%;190.0;121.0;26/02/2022;68920;2010
09/08/2020;16;34824;27/02/2022;23550;67.63%;188.0;114.0;;0;0
09/08/2020;12;34812;28/02/2022;23340;67.05%;183.0;105.0;;0;0
09/08/2020;21;34791;01/03/2022;23790;68.38%;185.0;99.0;01/03/2022;69510;0
09/08/2020;13;34778;02/03/2022;24420;70.22%;190.0;135.0;;0;0
09/08/2020;19;34759;03/03/2022;23070;66.37%;191.0;111.0;03/03/2022;46710;0
09/08/2020;14;34745;04/03/2022;23730;68.30%;180.0;111.0;;0;0
09/08/2020;11;34734;05/03/2022;23160;66.68%;187.0;105.0;05/03/2022;46110;0
09/08/2020;23;34711;06/03/2022;23580;67.93%;185.0;114.0;;0;0
09/08/2020;17;34694;07/03/2022;22170;63.90%;180.0;107.0;;0;0
09/08/2020;18;34676;08/03/2022;24210;69.82%;190.0;112.0;08/03/2022;68940;2130
09/08/2020;11;34665;09/03/2022;23970;69.15%;183.0;105.0;;0;0
09/08/2020;16;34649;10/03/2022;23940;69.09%;188.0;110.0;10/03/2022;47160;0
09/08/2020;12;34637;11/03/2022;23310;67.30%;184.0;113.0;;0;0
09/08/2020;17;34620;12/03/2022;23340;67.42%;180.0;109.0;12/03/2022;46020;0
09/08/2020;16;34604;13/03/2022;23700;68.49%;189.0;112.0;;0;0
09/08/2020;18;34586;14/03/2022;22920;66.27%;187.0;108.0;14/03/2022;45810;0
09/08/2020;13;34573;15/03/2022;23790;68.81%;185.0;111.0;;0;0
09/08/2020;16;34557;16/03/2022;23490;67.97%;189.0;100.0;16/03/2022;46530;0
09/08/2020;14;34543;17/03/2022;23250;67.31%;187.0;110.0;;0;0
09/08/2020;14;34529;18/03/2022;22770;65.94%;192.0;105.0;;0;0
09/08/2020;13;34516;19/03/2022;22980;66.58%;180.0;112.0;19/03/2022;67830;2100
09/08/2020;14;34502;20/03/2022;23460;68.00%;188.0;103.0;;0;0
09/08/2020;11;34491;21/03/2022;23310;67.58%;191.0;111.0;;0;0
09/08/2020;12;34479;22/03/2022;23580;68.39%;185.0;128.0;22/03/2022;69300;0
09/08/2020;11;34468;23/03/2022;23730;68.85%;190.0;117.0;;0;0
09/08/2020;14;34454;24/03/2022;23190;67.31%;187.0;103.0;24/03/2022;46230;0
09/08/2020;21;34433;25/03/2022;22920;66.56%;189.0;128.0;;0;0
09/08/2020;11;34422;26/03/2022;23490;68.24%;180.0;120.0;26/03/2022;45750;0
09/08/2020;14;34408;27/03/2022;23580;68.53%;192.0;121.0;;0;0
09/08/2020;11;34397;28/03/2022;21960;63.84%;185.0;101.0;;0;0
09/08/2020;19;34378;29/03/2022;22530;65.54%;190.0;94.0;29/03/2022;67020;0
09/08/2020;11;34367;30/03/2022;23820;69.31%;183.0;99.0;;0;0
09/08/2020;19;34348;31/03/2022;23400;68.13%;187.0;117.0;31/03/2022;46590;2040
09/08/2020;12;34336;01/04/2022;22650;65.97%;187.0;108.0;;0;0
09/08/2020;16;34320;02/04/2022;23100;67.31%;180.0;110.0;02/04/2022;45090;0
09/08/2020;11;34309;03/04/2022;23580;68.73%;192.0;108.0;;0;0
09/08/2020;12;34297;04/04/2022;22680;66.13%;188.0;104.0;;0;0
09/08/2020;16;34281;05/04/2022;22770;66.42%;185.0;119.0;05/04/2022;68070;0
09/08/2020;13;34268;06/04/2022;23040;67.23%;187.0;107.0;;0;0
09/08/2020;14;34254;07/04/2022;23310;68.05%;185.0;102.0;07/04/2022;45720;0
09/08/2020;13;34241;08/04/2022;22440;65.54%;191.0;107.0;;0;0
09/08/2020;11;34230;09/04/2022;22800;66.61%;180.0;120.0;09/04/2022;44640;0
09/08/2020;12;34218;10/04/2022;22800;66.63%;185.0;107.0;;0;0
09/08/2020;14;34204;11/04/2022;22560;65.96%;186.0;108.0;;0;0
09/08/2020;18;34186;12/04/2022;23400;68.45%;188.0;105.0;12/04/2022;67800;2070
09/08/2020;18;34168;13/04/2022;23160;67.78%;190.0;106.0;;0;0
09/08/2020;14;34154;14/04/2022;22530;65.97%;180.0;99.0;14/04/2022;45030;0
09/08/2020;14;34140;15/04/2022;23340;68.37%;189.0;107.0;;0;0
09/08/2020;13;34127;16/04/2022;22800;66.81%;188.0;102.0;16/04/2022;45570;0
09/08/2020;11;34116;17/04/2022;23220;68.06%;190.0;112.0;;0;0
09/08/2020;12;34104;18/04/2022;21960;64.39%;185.0;104.0;;0;0
09/08/2020;12;34092;19/04/2022;22440;65.82%;189.0;101.0;;0;0
09/08/2020;13;34079;20/04/2022;23940;70.25%;190.0;108.0;20/04/2022;90246;0
09/08/2020;11;34068;21/04/2022;22560;66.22%;184.0;99.0;;0;0
09/08/2020;10;34058;22/04/2022;22020;64.65%;186.0;104.0;;0;0
09/08/2020;13;34045;23/04/2022;22020;64.68%;189.0;100.0;23/04/2022;65730;2160
09/08/2020;18;34027;24/04/2022;22200;65.24%;188.0;104.0;;0;0
09/08/2020;11;34016;25/04/2022;20780;61.09%;185.0;101.0;;0;0
09/08/2020;10;34006;26/04/2022;23340;68.63%;190.0;102.0;;0;0
09/08/2020;9;33997;27/04/2022;23550;69.27%;184.0;95.0;27/04/2022;88590;0
09/08/2020;13;33984;28/04/2022;22800;67.09%;189.0;119.0;;0;0
09/08/2020;14;33970;29/04/2022;22230;65.44%;185.0;114.0;;0;0
09/08/2020;15;33955;30/04/2022;17790;52.39%;188.0;117.0;;0;0
09/08/2020;8;33947;01/05/2022;15690;46.22%;190.0;114.0;;0;0
09/08/2020;9;33938;02/05/2022;15750;46.41%;170.0;97.0;02/05/2022;92910;0
09/08/2020;7;33931;03/05/2022;12630;37.22%;168.0;86.0;;0;0
09/08/2020;11;33920;04/05/2022;11310;33.34%;175.0;104.0;04/05/2022;23640;2160
09/08/2020;8;33912;05/05/2022;11250;33.17%;160.0;86.0;;0;0
09/08/2020;11;33901;06/05/2022;11250;33.18%;165.0;89.0;;0;0
09/08/2020;9;33892;07/05/2022;11340;33.46%;155.0;88.0;;0;0
09/08/2020;8;33884;08/05/2022;11310;33.38%;160.0;99.0;;0;0
09/08/2020;9;33875;09/05/2022;11190;33.03%;150.0;94.0;09/05/2022;55500;0
09/08/2020;8;33867;10/05/2022;11190;33.04%;145.0;88.0;;;0
09/08/2020;7;33860;11/05/2022;11340;33.49%;103.0;83.0;11/05/2022;22200;0
09/08/2020;9;33851;12/05/2022;11490;33.94%;122.0;60.0;;0;0
09/08/2020;7;33844;13/05/2022;11310;33.42%;98.0;92.0;13/05/2022;22500;0
09/08/2020;8;33836;14/05/2022;11130;32.89%;95.0;90.0;;0;0
09/08/2020;9;33827;15/05/2022;10980;32.46%;90.0;22.0;;0;0
09/08/2020;7;33820;16/05/2022;7590;22.44%;92.0;54.0;16/05/2022;29220;0
09/08/2020;9;33811;17/05/2022;6300;18.63%;95.0;44.0;;0;0
09/08/2020;10;33801;18/05/2022;;;;;;0;0
09/08/2020;;;19/05/2022;;;;;19/05/2022;6300;1830
