Arrival Chickens Date,Death,Chickens,DeathPerc,Date of Laid,Eggs,Laied,Water,Feed,Date of Selling,# Eggs sold (First quality),# Eggs sold (Second quality),AvgTemp,MinTemp,MaxTemp
7/19/2018,14,34690,0.0004035745,1/13/2020,26970,0.777457481,196.0,122.0,1/13/2020,79830,0,0.2,-4.6,8.4
7/19/2018,24,34666,0.0006923210,1/14/2020,26250,0.757226101,187.0,131.0,1/14/2020,25920,0,1.6,-3.6,5.9
7/19/2018,31,34635,0.0008950484,1/15/2020,26910,0.776959723,195.0,128.0,1/15/2020,26670,0,4.9,2.5,7.8
7/19/2018,16,34619,0.0004621740,1/16/2020,26370,0.761720443,190.0,126.0,1/16/2020,26100,0,5.2,0.9,10
7/19/2018,26,34593,0.0007515971,1/17/2020,26400,0.763160177,180.0,120.0,1/17/2020,26160,3720,4.4,0.1,11.7
7/19/2018,23,34570,0.0006653167,1/18/2020,26580,0.768874747,190.0,116.0,,0,0,5.9,4.6,7.4
7/19/2018,30,34540,0.0008685582,1/19/2020,26610,0.770411118,198.0,114.0,,0,0,5,3.1,7.6
7/19/2018,18,34522,0.0005214066,1/20/2020,26520,0.768205782,187.0,117.0,1/20/2020,78930,0,3.9,0,10.3
7/19/2018,23,34499,0.0006666860,1/21/2020,26490,0.767848343,210.0,132.0,1/21/2020,26280,0,2.4,-1.9,9
7/19/2018,19,34480,0.0005510441,1/22/2020,26370,0.764791183,195.0,116.0,1/22/2020,26100,0,1.9,-1.6,9.1
7/19/2018,23,34457,0.0006674986,1/23/2020,26210,0.760658212,188.0,111.0,1/23/2020,25920,0,1.8,-3,10.1
7/19/2018,12,34445,0.0003483815,1/24/2020,26610,0.772535927,205.0,120.0,1/24/2020,26340,0,2.5,-1.7,8.7
7/19/2018,17,34428,0.0004937841,1/25/2020,26610,0.772917393,195.0,150.0,,0,0,5.4,4.5,6.5
7/19/2018,14,34414,0.0004068112,1/26/2020,26430,0.768001395,180.0,116.0,,0,0,5.8,0.1,10.6
7/19/2018,24,34390,0.0006978773,1/27/2020,26490,0.770282059,200.0,113.0,1/27/2020,78810,0,4.8,-0.1,12.2
7/19/2018,34,34356,0.0009896379,1/28/2020,25740,0.749214111,190.0,117.0,1/28/2020,25500,0,6.6,3.3,9.4
7/19/2018,13,34343,0.0003785342,1/29/2020,26250,0.764347902,180.0,126.0,1/29/2020,25920,0,5.9,1,13.3
7/19/2018,24,34319,0.0006993211,1/30/2020,26250,0.764882427,198.0,117.0,1/30/2020,25980,0,3.3,-0.7,9
7/19/2018,20,34299,0.0005831074,1/31/2020,25870,0.754249395,185.0,90.0,1/31/2020,25560,3760,5.8,0.6,12.5
7/19/2018,18,34281,0.0005250722,2/1/2020,25920,0.756103964,196.0,118.0,,0,0,7.8,6.5,9.2
7/19/2018,22,34259,0.0006421670,2/2/2020,25950,0.757465192,195.0,123.0,,0,0,6,4.4,8.1
7/19/2018,16,34243,0.0004672488,2/3/2020,26040,0.760447391,188.0,124.0,2/3/2020,77100,0,6.5,5,9.1
7/19/2018,28,34215,0.0008183545,2/4/2020,25620,0.748794388,185.0,115.0,2/4/2020,25320,0,8.4,5.7,16.4
7/19/2018,15,34200,0.0004385965,2/5/2020,26070,0.762280702,190.0,120.0,2/5/2020,25830,0,9.1,4.7,15.8
7/19/2018,14,34186,0.0004095244,2/6/2020,25680,0.751184695,182.0,116.0,6/2/2020,25410,0,5.1,-2.6,13.4
7/19/2018,11,34175,0.0003218727,2/7/2020,25620,0.749670812,190.0,118.0,2/7/2020,25440,0,3.9,-2.3,13.6
7/19/2018,13,34162,0.0003805398,2/8/2020,25320,0.741174404,195.0,122.0,,0,0,3.5,-2.6,12.4
7/19/2018,11,34151,0.0003220989,2/9/2020,25560,0.748440748,188.0,110.0,,0,0,4.7,-2.6,12.8
7/19/2018,26,34125,0.0007619048,2/10/2020,25890,0.758681319,192.0,122.0,2/10/2020,76110,0,6.6,1.8,11.6
7/19/2018,16,34109,0.0004690844,2/11/2020,24690,0.723855874,190.0,115.0,2/11/2020,24480,0,9.3,3.2,19.5
7/19/2018,30,34079,0.0008803075,2/12/2020,24960,0.732415857,185.0,120.0,2/12/2020,24690,0,7.3,-0.4,17.3
7/19/2018,19,34060,0.0005578391,2/13/2020,25120,0.73752202,186.0,119.0,2/13/2020,24930,3260,5.7,-1.7,13.4
7/19/2018,17,34043,0.0004993684,2/14/2020,25150,0.738771554,192.0,123.0,2/14/2020,24930,0,7.6,2.5,16.1
7/19/2018,25,34018,0.0007349051,2/15/2020,25110,0.738138632,185.0,115.0,,0,0,6.2,-0.5,15.7
7/19/2018,24,33994,0.0007060069,2/16/2020,25030,0.736306407,188.0,122.0,,0,0,6.9,-0.1,14.6
7/19/2018,19,33975,0.0005592347,2/17/2020,24750,0.728476821,190.0,120.0,2/17/2020,74040,0,9.5,7.4,12.6
7/19/2018,16,33959,0.0004711564,2/18/2020,25050,0.73765423,195.0,124.0,2/18/2020,24840,0,9.2,3.5,14.7
7/19/2018,13,33946,0.0003829612,2/19/2020,24690,0.727331644,187.0,118.0,2/19/2020,24390,0,8.5,1.9,15.1
7/19/2018,20,33926,0.0005895184,2/20/2020,24510,0.722454754,189.0,121.0,2/20/2020,24270,0,6.9,-0.3,15.4
7/19/2018,20,33906,0.0005898661,2/21/2020,25350,0.747655282,185.0,115.0,2/21/2020,25080,0,5.8,-1.4,14.8
7/19/2018,11,33895,0.0003245316,2/22/2020,24720,0.729311108,190.0,119.0,,0,0,7.5,1.1,15.8
7/19/2018,18,33877,0.0005313339,2/23/2020,24750,0.730584172,186.0,120.0,,0,0,8,0.2,17.1
7/19/2018,23,33854,0.0006793880,2/24/2020,24410,0.721037396,181.0,118.0,2/24/2020,73080,0,8.9,2.7,15.6
7/19/2018,18,33836,0.0005319778,2/25/2020,25290,0.747428774,188.0,115.0,2/25/2020,24960,0,9,2.5,13.7
7/19/2018,19,33817,0.0005618476,2/26/2020,24940,0.737498891,191.0,120.0,,0,0,8.5,4.1,16.3
7/19/2018,52,33765,0.0015400563,2/27/2020,25160,0.745150304,190.0,125.0,2/27/2020,49500,0,7.2,0.1,14.7
7/19/2018,41,33724,0.0012157514,2/28/2020,24660,0.731229985,190.0,123.0,2/28/2020,24360,3990,8.4,1.4,16.6
7/19/2018,15,33709,0.0004449850,2/29/2020,24940,0.739861758,189.0,123.0,2/29/2020,24630,0,6.7,1.1,11.8
7/19/2018,24,33685,0.0007124833,3/1/2020,24810,0.736529613,188.0,125.0,,0,0,6.8,5.1,7.5
7/19/2018,11,33674,0.0003266615,3/2/2020,24400,0.724594643,185.0,128.0,3/2/2020,48660,0,6.1,1.6,9.3
7/19/2018,20,33654,0.0005942830,3/3/2020,25240,0.749985143,186.0,130.0,3/3/2020,24960,0,7.4,5.7,8.8
7/19/2018,20,33634,0.0005946364,3/4/2020,24750,0.73586252,190.0,122.0,3/4/2020,24480,0,8.1,2.7,14.2
7/19/2018,15,33619,0.0004461763,3/5/2020,24790,0.737380648,182.0,121.0,,0,0,6,1.4,10.7
7/19/2018,12,33607,0.0003570685,3/6/2020,24870,0.7400244,186.0,127.0,3/6/2020,49080,0,6.5,3.8,11.2
7/19/2018,25,33582,0.0007444464,3/7/2020,24850,0.739979751,183.0,116.0,,0,0,8.7,3,16.2
7/19/2018,23,33559,0.0006853601,3/8/2020,24880,0.741380852,188.0,128.0,,0,0,8.7,2,16.1
7/19/2018,18,33541,0.0005366566,3/9/2020,25160,0.750126711,190.0,127.0,3/9/2020,73830,0,7.3,1.3,13.2
7/19/2018,22,33519,0.0006563442,3/10/2020,24580,0.733315433,192.0,130.0,3/10/2020,24270,0,8.9,4.4,16.6
7/19/2018,33,33486,0.0009854865,3/11/2020,24450,0.730155886,185.0,126.0,3/11/2020,24060,0,10.5,2.7,18.3
7/19/2018,23,33463,0.0006873263,3/12/2020,24460,0.730956579,186.0,128.0,,0,0,11,4,16.6
7/19/2018,22,33441,0.0006578751,3/13/2020,24450,0.731138423,191.0,132.0,3/13/2020,48330,3990,14.1,11.7,18.1
7/19/2018,23,33418,0.0006882518,3/14/2020,24410,0.730444671,185.0,125.0,,0,0,10.1,5,12
7/19/2018,20,33398,0.0005988383,3/15/2020,24080,0.721001258,188.0,123.0,,0,0,8.3,2.6,15.2
7/19/2018,20,33378,0.0005991971,3/16/2020,23970,0.718137695,189.0,127.0,3/16/2020,71730,0,8.1,0.6,16.8
7/19/2018,14,33364,0.0004196140,3/17/2020,24360,0.730128282,191.0,129.0,3/17/2020,24060,0,8.7,0.5,17.9
7/19/2018,19,33345,0.0005698006,3/18/2020,24930,0.747638327,186.0,130.0,3/18/2020,24630,0,11.3,2.6,21.2
7/19/2018,19,33326,0.0005701254,3/19/2020,24630,0.739062594,187.0,125.0,,0,0,12.8,4.6,22.7
7/19/2018,25,33301,0.0007507282,3/20/2020,24570,0.737815681,193.0,128.0,3/20/2020,48570,0,12.7,4.8,21.5
7/19/2018,24,33277,0.0007212189,3/21/2020,24390,0.732938666,190.0,126.0,3/21/2020,24060,0,11.1,5.2,18.1
7/19/2018,24,33253,0.0007217394,3/22/2020,24300,0.730761134,189.0,126.0,,0,0,10.2,5.5,13.6
7/19/2018,15,33238,0.0004512907,3/23/2020,23490,0.706721223,180.0,118.0,3/23/2020,47130,0,6.2,-0.7,10.9
7/19/2018,20,33218,0.0006020832,3/24/2020,24930,0.750496719,183.0,115.0,,0,0,5.7,-3.7,13.1
7/19/2018,30,33188,0.0009039412,3/25/2020,24450,0.736712065,185.0,110.0,3/25/2020,48750,0,6.1,2,10.4
7/19/2018,29,33159,0.0008745740,3/26/2020,24660,0.743689496,188.0,119.0,,0,0,4.1,0.8,6.2
7/19/2018,19,33140,0.0005733253,3/27/2020,24120,0.727821364,186.0,127.0,3/27/2020,48180,0,9.1,4.8,14.1
7/19/2018,19,33121,0.0005736542,3/28/2020,24420,0.737296579,180.0,121.0,3/28/2020,23850,0,12.8,6.5,20.1
7/19/2018,25,33096,0.0007553783,3/29/2020,23910,0.7224438,183.0,122.0,,0,0,13.1,5.2,21.4
7/19/2018,19,33077,0.0005744173,3/30/2020,23610,0.713789038,180.0,121.0,3/30/2020,46800,0,11.7,4.9,16.3
7/19/2018,25,33052,0.0007563839,3/31/2020,23970,0.725220864,190.0,137.0,,0,0,6.2,1.1,11.3
7/19/2018,20,33032,0.0006054735,4/1/2020,24030,0.727476387,185.0,119.0,4/1/2020,47130,0,5.9,0.2,12.1
7/19/2018,15,33017,0.0004543114,4/2/2020,24210,0.733258624,180.0,116.0,4/2/2020,23880,0,6.8,-1.8,15.3
7/19/2018,22,32995,0.0006667677,4/3/2020,24150,0.73192908,190.0,135.0,4/3/2020,23760,3750,8.4,-0.4,17.3
7/19/2018,20,32975,0.0006065201,4/4/2020,24000,0.727824109,180.0,119.0,,0,0,11.1,2.3,19.8
7/19/2018,25,32950,0.0007587253,4/5/2020,23760,0.721092564,196.0,142.0,,0,0,12.5,4.4,20.6
7/19/2018,17,32933,0.0005161996,4/6/2020,23790,0.722375733,192.0,134.0,4/6/2020,70320,0,13.6,5,22.3
7/19/2018,23,32910,0.0006988757,4/7/2020,23940,0.727438469,182.0,113.0,,0,0,13.9,4.6,23.3
7/19/2018,23,32887,0.0006993645,4/8/2020,23370,0.710615137,185.0,122.0,4/8/2020,46560,0,13.5,3.1,23.9
7/19/2018,24,32863,0.0007303046,4/9/2020,23340,0.710221221,188.0,110.0,,0,0,14.1,3.5,25
7/19/2018,21,32842,0.0006394251,4/10/2020,23460,0.714329213,186.0,110.0,,0,0,15.8,4.6,26.9
7/19/2018,21,32821,0.0006398343,4/11/2020,23190,0.706559825,188.0,115.0,4/11/2020,68520,3630,16.5,6.1,27.3
7/19/2018,28,32793,0.0008538408,4/12/2020,23460,0.715396579,187.0,150.0,,0,0,17,6,26.9
7/19/2018,19,32774,0.0005797278,4/13/2020,21990,0.670958687,190.0,127.0,,0,0,16.4,7.4,25.3
7/19/2018,19,32755,0.0005800641,4/14/2020,24330,0.742787361,192.0,117.0,,0,0,14.7,7.6,23.9
7/19/2018,20,32735,0.0006109669,4/15/2020,23880,0.729494425,185.0,114.0,4/15/2020,91860,0,10.5,2.8,17.6
7/19/2018,24,32711,0.0007336981,4/16/2020,23310,0.712604323,183.0,117.0,,0,0,12.9,2.1,22.2
7/19/2018,31,32680,0.0009485924,4/17/2020,23430,0.716952264,180.0,114.0,4/17/2020,45660,0,14.3,4.1,24.6
7/19/2018,20,32660,0.0006123699,4/18/2020,23400,0.71647275,185.0,109.0,,0,0,16.7,6.3,25.9
7/19/2018,22,32638,0.0006740609,4/19/2020,22650,0.693976347,180.0,109.0,,0,0,18,8.8,25.2
7/19/2018,21,32617,0.0006438360,4/20/2020,23700,0.726614955,183.0,115.0,4/20/2020,68310,0,14.4,12.6,16
7/19/2018,24,32593,0.0007363544,4/21/2020,22390,0.686957322,185.0,117.0,,0,0,13.4,7.1,18.1
7/19/2018,27,32566,0.0008290855,4/22/2020,22860,0.701959098,180.0,110.0,4/22/2020,44640,5010,14.4,6,22.3
7/19/2018,30,32536,0.0009220556,4/23/2020,22350,0.686931399,190.0,120.0,,0,0,15,5.9,23.5
7/19/2018,23,32513,0.0007074093,4/24/2020,22650,0.696644419,183.0,113.0,4/24/2020,44010,0,17,6.3,26
7/19/2018,22,32491,0.0006771106,4/25/2020,22890,0.704502785,192.0,125.0,,0,0,18.7,8.6,27.1
7/19/2018,26,32465,0.0008008625,4/26/2020,22260,0.685661482,180.0,110.0,,0,0,18.4,12.4,25
7/19/2018,27,32438,0.0008323571,4/27/2020,22020,0.678833467,190.0,114.0,4/27/2020,66270,0,18.2,11.2,24.8
7/19/2018,34,32404,0.0010492532,4/28/2020,22620,0.698061968,188.0,112.0,,0,0,16.8,12.4,22.2
7/19/2018,19,32385,0.0005866914,4/29/2020,21690,0.669754516,187.0,116.0,4/29/2020,43590,0,15.8,12.2,22.3
7/19/2018,26,32359,0.0008034859,4/30/2020,22160,0.684817207,183.0,120.0,4/30/2020,21600,0,16.5,9.9,23.5
7/19/2018,24,32335,0.0007422298,5/1/2020,22230,0.687490336,185.0,110.0,,0,0,16.4,10.3,22.5
7/19/2018,21,32314,0.0006498731,5/2/2020,21880,0.677105898,192.0,118.0,,0,0,19.1,11.2,26.3
7/19/2018,24,32290,0.0007432642,5/3/2020,22050,0.682873955,180.0,121.0,,0,0,17.7,11.3,24.1
7/19/2018,23,32267,0.0007128026,5/4/2020,21560,0.668174916,193.0,108.0,5/4/2020,85890,5040,17.9,8.6,26.3
7/19/2018,27,32240,0.0008374690,5/5/2020,21720,0.67369727,180.0,115.0,,0,0,18.5,8.6,26.4
7/19/2018,22,32218,0.0006828481,5/6/2020,21620,0.671053448,183.0,107.0,5/6/2020,42390,0,17.5,13.3,22.3
7/19/2018,25,32193,0.0007765663,5/7/2020,20910,0.649520082,190.0,109.0,,0,0,17.4,8.2,25.6
7/19/2018,21,32172,0.0006527415,5/8/2020,21090,0.655538978,195.0,110.0,5/8/2020,41070,0,19.1,9.1,28.1
7/19/2018,23,32149,0.0007154188,5/9/2020,21020,0.653830601,185.0,118.0,5/9/2020,20490,0,20,10,28.7
7/19/2018,22,32127,0.0006847823,5/10/2020,21270,0.66205995,180.0,114.0,,0,0,20.9,16,26.7
7/19/2018,30,32097,0.0009346668,5/11/2020,20400,0.635573418,187.0,119.0,5/11/2020,40950,0,17.6,14.3,21
7/19/2018,27,32070,0.0008419083,5/12/2020,20760,0.647333957,185.0,112.0,5/12/2020,20400,0,18.2,13.4,25.9
7/19/2018,31,32039,0.0009675708,5/13/2020,20460,0.63859671,190.0,110.0,5/13/2020,20190,0,15.7,12.4,19.2
7/19/2018,31,32008,0.0009685079,5/14/2020,20470,0.639527618,183.0,111.0,,0,0,19.4,12.1,25.9
7/19/2018,24,31984,0.0007503752,5/15/2020,20700,0.647198599,186.0,114.0,5/15/2020,40260,0,17.5,13.9,20.8
7/19/2018,24,31960,0.0007509387,5/16/2020,20340,0.636420526,190.0,117.0,,0,0,16.7,12.6,21.1
7/19/2018,27,31933,0.0008455203,5/17/2020,20100,0.629442896,180.0,110.0,,0,0,20.1,14.8,26.1
7/19/2018,25,31908,0.0007835026,5/18/2020,20160,0.631816472,187.0,120.0,5/18/2020,59700,0,21.6,15,27.8
7/19/2018,32,31876,0.0010038901,5/19/2020,20090,0.630254737,185.0,114.0,,0,0,20,17.1,25.3
